record_type,record_id,textbook_id,lesson_key,word,pinyin,pattern,expression,meaning_en_source,meaning_vi,meaning_vi_status
vocabulary,boya-elementary-i:来:lai,boya-elementary-i,,来,lai,,,to come; to indicate someone will do something,đến; dùng để chỉ việc sắp làm,translated_subagent_draft
vocabulary,boya-elementary-i:蓝:lan,boya-elementary-i,,蓝,lan,,,blue,xanh lam,translated_subagent_draft
vocabulary,boya-elementary-i:咖啡:kafei,boya-elementary-i,,咖啡,kafei,,,coffee,cà phê,translated_subagent_draft
vocabulary,boya-elementary-i:篮球:lanqid,boya-elementary-i,,篮球,lanqid,,,basketball,bóng rổ,translated_subagent_draft
vocabulary,boya-elementary-i:卡拉OK:kalaok,boya-elementary-i,,卡拉OK,kala OK,,,karaoke,karaoke,translated_subagent_draft
vocabulary,boya-elementary-i:老家:idojia,boya-elementary-i,,老家,Idojia,,,hometown,quê nhà,translated_subagent_draft
vocabulary,boya-elementary-i:开:kai,boya-elementary-i,,开,kai,,,leave...）,mở; rời đi,translated_subagent_draft
vocabulary,boya-elementary-i:老师:laoshi,boya-elementary-i,,老师,laoshi,,,teacher,giáo viên,translated_subagent_draft
vocabulary,boya-elementary-i:开始:kaishi,boya-elementary-i,,开始,kaishi,,,to begin; to start,bắt đầu,translated_subagent_draft
vocabulary,boya-elementary-i:了:le,boya-elementary-i,,了,le,,,particle,trợ từ chỉ sự hoàn tất hoặc sự thay đổi,translated_subagent_draft
vocabulary,boya-elementary-i:开玩笑:kaiwanxido,boya-elementary-i,,开玩笑,kai wanxido,,,"to crack a joke, to make fun of",nói đùa; trêu,translated_subagent_draft
vocabulary,boya-elementary-i:累:lei,boya-elementary-i,,累,lei,,,tired,mệt,translated_subagent_draft
vocabulary,boya-elementary-i:开心:kaixin,boya-elementary-i,,开心,kaixin,,,happy,vui vẻ,translated_subagent_draft
vocabulary,boya-elementary-i:冷:leng,boya-elementary-i,,冷,leng,,,cold,lạnh,translated_subagent_draft
vocabulary,boya-elementary-i:开学:kaixue,boya-elementary-i,,开学,kai xue,,,term begins,bắt đầu học kỳ,translated_subagent_draft
vocabulary,boya-elementary-i:离:ii,boya-elementary-i,,离,Ii,,,,cách; rời khỏi,translated_subagent_draft
vocabulary,boya-elementary-i:看:kan,boya-elementary-i,,看,kan,,,to look; to watch,nhìn; xem,translated_subagent_draft
vocabulary,boya-elementary-i:礼物:iiwu,boya-elementary-i,,礼物,Iiwu,,,gift,quà,translated_subagent_draft
vocabulary,boya-elementary-i:看起来:kanqilai,boya-elementary-i,,看起来,kan qilai,,,it seems that; it looks like,trông có vẻ,translated_subagent_draft
vocabulary,boya-elementary-i:里（边）:libian,boya-elementary-i,,里（边）,lǐ (bian),,,inside,bên trong,translated_subagent_draft
vocabulary,boya-elementary-i:考虑:kdolii,boya-elementary-i,,考虑,kdolii,,,to consider,cân nhắc; xem xét,translated_subagent_draft
vocabulary,boya-elementary-i:历史:lishr,boya-elementary-i,,历史,lishr,,,history,lịch sử,translated_subagent_draft
vocabulary,boya-elementary-i:考试:kaoshi,boya-elementary-i,,考试,kaoshi,,,to examine,thi; kỳ thi,translated_subagent_draft
vocabulary,boya-elementary-i:厉害:lihai,boya-elementary-i,,厉害,lihai,,,severe; Sharp; fierce； powertul,lợi hại; nghiêm trọng; giỏi,translated_subagent_draft
vocabulary,boya-elementary-i:烤鸭:kdoya,boya-elementary-i,,烤鸭,kdoya,,,roast duck,vịt quay,translated_subagent_draft
vocabulary,boya-elementary-i:练习:lianxi,boya-elementary-i,,练习,lianxi,,,"to practice, exercise",luyện tập; bài tập,translated_subagent_draft
vocabulary,boya-elementary-i:咳嗽:kesou,boya-elementary-i,,咳嗽,kesou,,,to cough,ho,translated_subagent_draft
vocabulary,boya-elementary-i:可乐:kele,boya-elementary-i,,可乐,kele,,,cola,nước cola,translated_subagent_draft
vocabulary,boya-elementary-i:两:lidng,boya-elementary-i,,两,lidng,,,tWO,hai (đứng trước lượng từ),translated_subagent_draft
vocabulary,boya-elementary-i:可能:keneng,boya-elementary-i,,可能,keneng,,,maybe,có thể; có lẽ,translated_subagent_draft
vocabulary,boya-elementary-i:可是:keshi,boya-elementary-i,,可是,keshi,,,but; however,nhưng; tuy nhiên,translated_subagent_draft
vocabulary,boya-elementary-i:辆:liang,boya-elementary-i,,辆,liang,,,measure word （ for vehicles）,chiếc (lượng từ cho xe),translated_subagent_draft
vocabulary,boya-elementary-i:可以:keyi,boya-elementary-i,,可以,keyi,,,be able to; can,có thể; được phép,translated_subagent_draft
vocabulary,boya-elementary-i:聊天儿:lidotianr,boya-elementary-i,,聊天儿,lido tianr,,,to chat,trò chuyện,translated_subagent_draft
vocabulary,boya-elementary-i:刻:ke,boya-elementary-i,,刻,ke,,,a quarter （of an hour）,một phần tư giờ,translated_subagent_draft
vocabulary,boya-elementary-i:零下:iingxid,boya-elementary-i,,零下,Iingxid,,,below zero,dưới 0 độ,translated_subagent_draft
vocabulary,boya-elementary-i:课:ke,boya-elementary-i,,课,ke,,,,bài học; tiết học,translated_subagent_draft
vocabulary,boya-elementary-i:留学生:liuxuesheng,boya-elementary-i,,留学生,liuxuesheng,,,foreign student used at the end of a declarative,du học sinh,translated_subagent_draft
vocabulary,boya-elementary-i:课间:kejian,boya-elementary-i,,课间,kejian,,,class break,giờ ra chơi,translated_subagent_draft
vocabulary,boya-elementary-i:六:iiu,boya-elementary-i,,六,Iiu,,,,sáu,translated_subagent_draft
vocabulary,boya-elementary-i:口语:kouy,boya-elementary-i,,口语,kouy,,,spoken language because,khẩu ngữ; tiếng nói,translated_subagent_draft
vocabulary,boya-elementary-i:楼:iou,boya-elementary-i,,楼,IOu,,,building,tầng; tòa nhà,translated_subagent_draft
vocabulary,boya-elementary-i:块（元）:kuaiyuan,boya-elementary-i,,块（元）,kuai (yuan),,,Chinese basic monetary unit,đồng (đơn vị tiền Trung Quốc),translated_subagent_draft
vocabulary,boya-elementary-i:路口:lkou,boya-elementary-i,,路口,lkou,,,crossing; intersection,ngã tư; giao lộ,translated_subagent_draft
vocabulary,boya-elementary-i:快……了:kuaile,boya-elementary-i,,快……了,kuài……le,,,be about to do,sắp; gần đến lúc,translated_subagent_draft
vocabulary,boya-elementary-i:路上:lushang,boya-elementary-i,,路上,lushang,,,on the way,trên đường,translated_subagent_draft
vocabulary,boya-elementary-i:旅行:luxing,boya-elementary-i,,旅行,luxing,,,to travel,du lịch,translated_subagent_draft
vocabulary,boya-elementary-i:能:neng,boya-elementary-i,,能,neng,,,can; be able to,có thể,translated_subagent_draft
vocabulary,boya-elementary-i:你:ni,boya-elementary-i,,你,ni,,,yOu jido to call,bạn; anh/chị,translated_subagent_draft
vocabulary,boya-elementary-i:你们:nimen,boya-elementary-i,,你们,nimen,,,you （plural）,các bạn; mọi người,translated_subagent_draft
vocabulary,boya-elementary-i:妈妈:mama,boya-elementary-i,,妈妈,mama,,,mother,mẹ,translated_subagent_draft
vocabulary,boya-elementary-i:牛奶:niundi,boya-elementary-i,,牛奶,niundi,,,milk,sữa,translated_subagent_draft
vocabulary,boya-elementary-i:吗:ma,boya-elementary-i,,吗,ma,,,sentence to transform it into a question,trợ từ đặt cuối câu hỏi,translated_subagent_draft
vocabulary,boya-elementary-i:努力:nuli,boya-elementary-i,,努力,nuli,,,hard; arduous,chăm chỉ; cố gắng,translated_subagent_draft
vocabulary,boya-elementary-i:头:mai,boya-elementary-i,,头,mai,,,to buy,mua,translated_subagent_draft
vocabulary,boya-elementary-i:女:ni,boya-elementary-i,,女,ni,,,female,nữ; phụ nữ,translated_subagent_draft
vocabulary,boya-elementary-i:卖:mai,boya-elementary-i,,卖,mai,,,to sell,bán,translated_subagent_draft
vocabulary,boya-elementary-i:女朋友:nupengyou,boya-elementary-i,,女朋友,nupengyou,,,geilfriend,bạn gái,translated_subagent_draft
vocabulary,boya-elementary-i:忙:mang,boya-elementary-i,,忙,mang,,,busy,bận,translated_subagent_draft
vocabulary,boya-elementary-i:毛（角）:maojiao,boya-elementary-i,,毛（角）,máo (jiǎo),,,,hào (một phần mười đồng),translated_subagent_draft
vocabulary,boya-elementary-i:毛笔:maobi,boya-elementary-i,,毛笔,maobi,,,Chinese writing brush,bút lông,translated_subagent_draft
vocabulary,boya-elementary-i:爬山:pashan,boya-elementary-i,,爬山,pa shan,,,to clime the mountain,leo núi,translated_subagent_draft
vocabulary,boya-elementary-i:没（有）:meiyou,boya-elementary-i,,没（有）,méi(yǒu),,,to do not have,không có,translated_subagent_draft
vocabulary,boya-elementary-i:拍:pai,boya-elementary-i,,拍,pai,,,to take （a picture）； to pat,chụp; vỗ,translated_subagent_draft
vocabulary,boya-elementary-i:每:mei,boya-elementary-i,,每,mei,,,Cvery,mỗi,translated_subagent_draft
vocabulary,boya-elementary-i:旁边:pangbian,boya-elementary-i,,旁边,pangbian,,,side,bên cạnh,translated_subagent_draft
vocabulary,boya-elementary-i:门口:menkou,boya-elementary-i,,门口,menkou,,,"entrance, gate",cửa ra vào; trước cửa,translated_subagent_draft
vocabulary,boya-elementary-i:胖:pang,boya-elementary-i,,胖,pang,,,fat,béo; mập,translated_subagent_draft
vocabulary,boya-elementary-i:米饭:mifan,boya-elementary-i,,米饭,mifan,,,,cơm,translated_subagent_draft
vocabulary,boya-elementary-i:朋友:pengyou,boya-elementary-i,,朋友,pengyou,,,friend,bạn bè,translated_subagent_draft
vocabulary,boya-elementary-i:面包:mianbao,boya-elementary-i,,面包,mianbao,,,bread,bánh mì,translated_subagent_draft
vocabulary,boya-elementary-i:啤酒:piji,boya-elementary-i,,啤酒,piji,,,beer,bia,translated_subagent_draft
vocabulary,boya-elementary-i:面食:midnshi,boya-elementary-i,,面食,midnshi,,,wheat-based food,món làm từ bột mì,translated_subagent_draft
vocabulary,boya-elementary-i:便宜:pianyi,boya-elementary-i,,便宜,pianyi,,,cheap,rẻ,translated_subagent_draft
vocabulary,boya-elementary-i:面条儿:miantidor,boya-elementary-i,,面条儿,miantidor,,,noodle,mì sợi,translated_subagent_draft
vocabulary,boya-elementary-i:票:pido,boya-elementary-i,,票,pido,,,ticket extremely （used after adjective indicating to a high degree）,vé,translated_subagent_draft
vocabulary,boya-elementary-i:名字:mingzi,boya-elementary-i,,名字,mingzi,,,name,tên,translated_subagent_draft
vocabulary,boya-elementary-i:漂亮:pidoliang,boya-elementary-i,,漂亮,pidoliang,,,beautiful,đẹp,translated_subagent_draft
vocabulary,boya-elementary-i:明白:mingbai,boya-elementary-i,,明白,mingbai,,,to understand,hiểu; rõ,translated_subagent_draft
vocabulary,boya-elementary-i:苹果:pinggui,boya-elementary-i,,苹果,pinggui,,,apple,táo,translated_subagent_draft
vocabulary,boya-elementary-i:明天:mingtian,boya-elementary-i,,明天,mingtian,,,tomorrow,ngày mai,translated_subagent_draft
vocabulary,boya-elementary-i:屏幕:pingmi,boya-elementary-i,,屏幕,pingmi,,,screen,màn hình,translated_subagent_draft
vocabulary,boya-elementary-i:蘑菇:mogu,boya-elementary-i,,蘑菇,mogu,,,mushroom,nấm,translated_subagent_draft
vocabulary,boya-elementary-i:瓶:ping,boya-elementary-i,,瓶,ping,,,"bottle master in trade, used to",chai (lượng từ),translated_subagent_draft
vocabulary,boya-elementary-i:哪:nd,boya-elementary-i,,哪,nd,,,which,nào; cái nào,translated_subagent_draft
vocabulary,boya-elementary-i:骑:qi,boya-elementary-i,,骑,qí,,,,cưỡi; đi (xe),translated_subagent_draft
vocabulary,boya-elementary-i:哪儿:nar,boya-elementary-i,,哪儿,nar,,,where,ở đâu,translated_subagent_draft
vocabulary,boya-elementary-i:起床:qichuang,boya-elementary-i,,起床,qi chuang,,,to gqet up,thức dậy,translated_subagent_draft
vocabulary,boya-elementary-i:那:na,boya-elementary-i,,那,na,,,that book,kia; đó,translated_subagent_draft
vocabulary,boya-elementary-i:钱:qian,boya-elementary-i,,钱,qian,,,money,tiền,translated_subagent_draft
vocabulary,boya-elementary-i:男:nan,boya-elementary-i,,男,nan,,,male,nam; con trai,translated_subagent_draft
vocabulary,boya-elementary-i:清楚:qingchu,boya-elementary-i,,清楚,qingchu,,,clear,rõ; rõ ràng,translated_subagent_draft
vocabulary,boya-elementary-i:南方:nanfang,boya-elementary-i,,南方,nanfang,,,south; the southern part,miền nam,translated_subagent_draft
vocabulary,boya-elementary-i:晴天:qingtian,boya-elementary-i,,晴天,qingtian,,,sunny day; clear day,ngày nắng; trời quang,translated_subagent_draft
vocabulary,boya-elementary-i:难:nan,boya-elementary-i,,难,nan,,,difficult,khó,translated_subagent_draft
vocabulary,boya-elementary-i:请假:qingjia,boya-elementary-i,,请假,qing jia,,,to ask for a leave,xin nghỉ,translated_subagent_draft
vocabulary,boya-elementary-i:难看:nankan,boya-elementary-i,,难看,nankan,,,ugly; unsightly,xấu; khó coi,translated_subagent_draft
vocabulary,boya-elementary-i:请客:qingke,boya-elementary-i,,请客,qing ke,,,to host （usually a meal）； to entertain guests,mời ăn; đãi khách,translated_subagent_draft
vocabulary,boya-elementary-i:呢:ne,boya-elementary-i,,呢,ne,,,"atternative, or rhetorical question to indicate a question auxiliary word indicating",nhỉ; vậy (trợ từ cuối câu),translated_subagent_draft
vocabulary,boya-elementary-i:秋天:qiutian,boya-elementary-i,,秋天,qiutian,,,autumn,mùa thu,translated_subagent_draft
vocabulary,boya-elementary-i:去:qu,boya-elementary-i,,去,qU,,,to gq0,đi,translated_subagent_draft
vocabulary,boya-elementary-i:事:shi,boya-elementary-i,,事,shi,,,matter or thing,việc; chuyện,translated_subagent_draft
vocabulary,boya-elementary-i:去年:qunian,boya-elementary-i,,去年,qunian,,,last year,năm ngoái,translated_subagent_draft
vocabulary,boya-elementary-i:试:shi,boya-elementary-i,,试,shi,,,to try,thử,translated_subagent_draft
vocabulary,boya-elementary-i:确实:queshi,boya-elementary-i,,确实,queshi,,,really; indeed,quả thật; đúng là,translated_subagent_draft
vocabulary,boya-elementary-i:试衣间:shiyijian,boya-elementary-i,,试衣间,shiyijian,,,fitting room,phòng thử đồ,translated_subagent_draft
vocabulary,boya-elementary-i:是:shi,boya-elementary-i,,是,shi,,,am; is; are,là; phải,translated_subagent_draft
vocabulary,boya-elementary-i:收到:shoudao,boya-elementary-i,,收到,shoudao,,,to receive,nhận được,translated_subagent_draft
vocabulary,boya-elementary-i:然后:ranhou,boya-elementary-i,,然后,ranhou,,,"then, after that",sau đó; rồi,translated_subagent_draft
vocabulary,boya-elementary-i:手:shou,boya-elementary-i,,手,shou,,,hand,tay,translated_subagent_draft
vocabulary,boya-elementary-i:让:rang,boya-elementary-i,,让,rang,,,"to cause, to make; to ask sb. to do sth.",khiến; bảo,translated_subagent_draft
vocabulary,boya-elementary-i:手机:shouji,boya-elementary-i,,手机,shouji,,,mobile phone,điện thoại di động,translated_subagent_draft
vocabulary,boya-elementary-i:热:re,boya-elementary-i,,热,re,,,hot,nóng,translated_subagent_draft
vocabulary,boya-elementary-i:书:shu,boya-elementary-i,,书,shu,,,,sách,translated_subagent_draft
vocabulary,boya-elementary-i:热闹:renao,boya-elementary-i,,热闹,renao,,,,nhộn nhịp; đông vui,translated_subagent_draft
vocabulary,boya-elementary-i:书包:shubao,boya-elementary-i,,书包,shubao,,,schoolbag,cặp sách,translated_subagent_draft
vocabulary,boya-elementary-i:人:ren,boya-elementary-i,,人,ren,,,people; person,người,translated_subagent_draft
vocabulary,boya-elementary-i:书法:shufd,boya-elementary-i,,书法,shufd,,,calligraphy,thư pháp,translated_subagent_draft
vocabulary,boya-elementary-i:认识:renshi,boya-elementary-i,,认识,renshi,,,to know,biết; quen,translated_subagent_draft
vocabulary,boya-elementary-i:舒服:shufu,boya-elementary-i,,舒服,shufu,,,comfortable,dễ chịu; thoải mái,translated_subagent_draft
vocabulary,boya-elementary-i:如果:ruguo,boya-elementary-i,,如果,ruguo,,,if,nếu,translated_subagent_draft
vocabulary,boya-elementary-i:输:shu,boya-elementary-i,,输,shu,,,to lose,thua,translated_subagent_draft
vocabulary,boya-elementary-i:暑假:shujia,boya-elementary-i,,暑假,shujia,,,summer vacation to one's heart content；,kỳ nghỉ hè,translated_subagent_draft
vocabulary,boya-elementary-i:扫:sdo,boya-elementary-i,,扫,sdo,,,to scan,quét; quét mã,translated_subagent_draft
vocabulary,boya-elementary-i:束:shu,boya-elementary-i,,束,shù,,,"bouquet, mearure word（for flowers ）",bó (lượng từ hoa),translated_subagent_draft
vocabulary,boya-elementary-i:删:shan,boya-elementary-i,,删,shan,,,to delete,xóa,translated_subagent_draft
vocabulary,boya-elementary-i:刷卡:shuaka,boya-elementary-i,,刷卡,shua ka,,,swipe the card,quẹt thẻ,translated_subagent_draft
vocabulary,boya-elementary-i:商店:shangaian,boya-elementary-i,,商店,shangaian,,,shop; store,cửa hàng,translated_subagent_draft
vocabulary,boya-elementary-i:帅:shudi,boya-elementary-i,,帅,shudi,,,handsome,đẹp trai,translated_subagent_draft
