vocabulary_key,textbook_id,volume,word,pinyin,part_of_speech,meaning_en_source,meaning_vi,meaning_vi_status,repeated_mark,lesson_numbers,lesson_titles,source_printed_pages,source_appendix_pdf_pages,source_section,source_status,source_notes
boya-elementary-i:打针:ddzhen,boya-elementary-i,初级起步篇 I,打针,dd zhen,,to give or have an injection,tiêm; chích,translated_subagent_draft,,4;20,你叫什么名字;我想请一天假,20,239,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:动物园:dongwuyuan,boya-elementary-i,初级起步篇 I,动物园,dongwuyuan,名,ZOO,sở thú,translated_subagent_draft,,2;9,拼音和日常用语（二）;我们怎么去,9,239,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:大:da,boya-elementary-i,初级起步篇 I,大,da,形,big,to; lớn,translated_subagent_draft,,2;6,拼音和日常用语（二）;这是什么,6,239,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:都:dou,boya-elementary-i,初级起步篇 I,都,dOu,,all; both,đều; tất cả,translated_subagent_draft,,3;12,拼音和日常用语（三）;我正在等公共汽车呢,12,239,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:大概:ddgai,boya-elementary-i,初级起步篇 I,大概,ddgai,,approximately; roughly,khoảng; đại khái,translated_subagent_draft,,4;23,你叫什么名字;假期有什么打算,23,239,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:堵车:duche,boya-elementary-i,初级起步篇 I,堵车,du che,,traffic jam,tắc đường,translated_subagent_draft,,4;19,你叫什么名字;你又熬夜了,19,239,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:大号:dahdo,boya-elementary-i,初级起步篇 I,大号,dahdo,形,large size,cỡ lớn,translated_subagent_draft,,3;15,拼音和日常用语（三）;我可以试试吗,15,239,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:度:du,boya-elementary-i,初级起步篇 I,度,du,量,degree,độ (đơn vị),translated_subagent_draft,,3;11,拼音和日常用语（三）;明天天气怎么样,11,239,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:大学:daxue,boya-elementary-i,初级起步篇 I,大学,daxue,名,university,trường đại học,translated_subagent_draft,,1;5,拼音和日常用语（一）;认识你很高兴,5,239,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:短:dudn,boya-elementary-i,初级起步篇 I,短,dudn,,short,ngắn,translated_subagent_draft,,5;24,认识你很高兴;学得怎么样,24,239,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:大夫:daifu,boya-elementary-i,初级起步篇 I,大夫,daifu,名,doctor,bác sĩ,translated_subagent_draft,,4;20,你叫什么名字;我想请一天假,20,239,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:段:duan,boya-elementary-i,初级起步篇 I,段,duan,量,section; paragraph,đoạn (lượng từ),translated_subagent_draft,,4;21,你叫什么名字;每个人要说多长时间,21,239,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:对:dui,boya-elementary-i,初级起步篇 I,对,dui,介,tor,đối với,translated_subagent_draft,,4;18,你叫什么名字;今天我七点半就起床了,18,240,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:付:fu,boya-elementary-i,初级起步篇 I,付,fu,动,to pay,trả tiền,translated_subagent_draft,,3;10,拼音和日常用语（三）;西瓜怎么卖,10,240,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:对方:duifang,boya-elementary-i,初级起步篇 I,对方,duifang,名,the opposite side,đối phương; phía bên kia,translated_subagent_draft,,5;25,认识你很高兴;准备好了吗,25,240,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:改:gdi,boya-elementary-i,初级起步篇 I,改,gdi,动,to change,sửa; thay đổi,translated_subagent_draft,,4;18,你叫什么名字;今天我七点半就起床了,18,240,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:对了:duile,boya-elementary-i,初级起步篇 I,对了,dui le,,oh yeah; by the way,à đúng rồi; tiện thể,translated_subagent_draft,,4;22,你叫什么名字;明天你下了课去哪儿,22,240,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:干净:ganjing,boya-elementary-i,初级起步篇 I,干净,ganjing,形,clean,sạch sẽ,translated_subagent_draft,,5;25,认识你很高兴;准备好了吗,25,240,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:对面:duimian,boya-elementary-i,初级起步篇 I,对面,duimian,名,"facing, across from",đối diện,translated_subagent_draft,,3;14,拼音和日常用语（三）;祝你生日快乐,14,240,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:感冒:gdnmdo,boya-elementary-i,初级起步篇 I,感冒,gdnmdo,动、名,to have a cold; cold,cảm lạnh; bị cảm,translated_subagent_draft,,4;20,你叫什么名字;我想请一天假,20,240,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:多:duo,boya-elementary-i,初级起步篇 I,多,duō,代,how,bao nhiêu (hỏi số lượng hoặc mức độ),translated_subagent_draft,,4;16;18,你叫什么名字;来一斤饺子;今天我七点半就起床了,16;18,240,词语总表,appendix_canonical_repaired_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。；拼音 OCR 修为 duō;拼音 OCR 修为 duō
boya-elementary-i:感兴趣:ganxingqu,boya-elementary-i,初级起步篇 I,感兴趣,gan xingqu,,to be interested in,hứng thú với,translated_subagent_draft,,4;23,你叫什么名字;假期有什么打算,23,240,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:干:gan,boya-elementary-i,初级起步篇 I,干,gan,动,to do,làm,translated_subagent_draft,,3;12,拼音和日常用语（三）;我正在等公共汽车呢,12,240,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:多少:duishao,boya-elementary-i,初级起步篇 I,多少,duishao,代,how many; how much,bao nhiêu,translated_subagent_draft,,3;10,拼音和日常用语（三）;西瓜怎么卖,10,240,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:刚:gang,boya-elementary-i,初级起步篇 I,刚,gang,,Just,vừa mới,translated_subagent_draft,,4;22,你叫什么名字;明天你下了课去哪儿,22,240,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:高:gao,boya-elementary-i,初级起步篇 I,高,gao,形,high,cao,translated_subagent_draft,,3;11,拼音和日常用语（三）;明天天气怎么样,11,240,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:饿:e,boya-elementary-i,初级起步篇 I,饿,e,形,hungry,đói,translated_subagent_draft,,4;18,你叫什么名字;今天我七点半就起床了,18,240,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:高兴:gaoxing,boya-elementary-i,初级起步篇 I,高兴,gaoxing,形,happy; glad,vui; vui mừng,translated_subagent_draft,,1;5,拼音和日常用语（一）;认识你很高兴,5,240,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:耳机:erj,boya-elementary-i,初级起步篇 I,耳机,erj,名,earphone,tai nghe,translated_subagent_draft,,3;15,拼音和日常用语（三）;我可以试试吗,15,240,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:告诉:gaosu,boya-elementary-i,初级起步篇 I,告诉,gaosu,动,to tell,nói cho; báo cho,translated_subagent_draft,,3;12,拼音和日常用语（三）;我正在等公共汽车呢,12,240,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:歌:ge,boya-elementary-i,初级起步篇 I,歌,ge,名,song,bài hát,translated_subagent_draft,,3;15,拼音和日常用语（三）;我可以试试吗,15,240,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:个:ge,boya-elementary-i,初级起步篇 I,个,ge,量,measure word,cái; người (lượng từ phổ biến),translated_subagent_draft,,1;5,拼音和日常用语（一）;认识你很高兴,5,240,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:发:fa,boya-elementary-i,初级起步篇 I,发,fa,动,to send,gửi; phát,translated_subagent_draft,,4;19,你叫什么名字;你又熬夜了,19,240,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:给:gei,boya-elementary-i,初级起步篇 I,给,gei,动,to give,cho; đưa,translated_subagent_draft,,2;9,拼音和日常用语（二）;我们怎么去,9,240,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:发烧:fashao,boya-elementary-i,初级起步篇 I,发烧,fa shao,,to have a fever,sốt,translated_subagent_draft,,4;20,你叫什么名字;我想请一天假,20,240,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:跟:gen,boya-elementary-i,初级起步篇 I,跟,gen,介,to,với; theo,translated_subagent_draft,,4;20,你叫什么名字;我想请一天假,20,240,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
