record_type,record_id,meaning_vi,meaning_vi_status
grammar,boya-elementary-i:lesson-24:audit-grammar-004,到 sau động từ làm bổ ngữ kết quả và nói đã đạt đến nơi hay trạng thái đích.,translated_subagent_draft
grammar,boya-elementary-i:lesson-24:audit-grammar-005,都…了 nhấn mạnh tất cả đã hoàn thành hoặc tình trạng đã thay đổi.,translated_subagent_draft
grammar,boya-elementary-i:lesson-24:audit-grammar-006,不加 động từ có thể lược vế điều kiện khi ngữ cảnh đã rõ; ý là nếu không làm thì…,translated_subagent_draft
grammar,boya-elementary-i:lesson-24:audit-grammar-007,真 và 挺 đứng trước tính từ để nhấn mạnh mức độ; 挺 thường dùng trong khẩu ngữ.,translated_subagent_draft
grammar,boya-elementary-i:lesson-24:audit-grammar-008,帮加 người加 động từ nghĩa là giúp ai làm việc gì.,translated_subagent_draft
grammar,boya-elementary-i:lesson-25:audit-grammar-001,好 干净 清楚 sau động từ là bổ ngữ kết quả; cho biết việc đã làm xong với kết quả đó.,translated_subagent_draft
grammar,boya-elementary-i:lesson-25:audit-grammar-002,吗 ở cuối câu tạo câu hỏi có hoặc không.,translated_subagent_draft
grammar,boya-elementary-i:lesson-25:audit-grammar-003,什么 đặt sau vài ví dụ danh từ để nói và những thứ tương tự.,translated_subagent_draft
grammar,boya-elementary-i:lesson-25:audit-grammar-004,都 đứng trước vị ngữ để bao quát toàn bộ người hay vật đã nói đến.,translated_subagent_draft
grammar,boya-elementary-i:lesson-25:audit-grammar-005,会 trước động từ nói biết làm hoặc khả năng có thể xảy ra.,translated_subagent_draft
grammar,boya-elementary-i:lesson-25:audit-grammar-006,好几个 cộng danh từ nghĩa là khá nhiều hơn hai hoặc ba nhưng không nêu số chính xác.,translated_subagent_draft
grammar,boya-elementary-i:lesson-25:audit-grammar-007,Động từ加得更加 tính từ so sánh kết quả thực hiện với mức cao hơn.,translated_subagent_draft
grammar,boya-elementary-i:lesson-25:audit-grammar-008,该加 động từ加了 nghĩa là đã đến lúc nên hoặc phải làm việc đó.,translated_subagent_draft
grammar,boya-elementary-i:lesson-25:audit-grammar-009,为加 đối tượng加 động từ diễn tả làm điều gì vì hoặc cho ai.,translated_subagent_draft
grammar,boya-elementary-i:lesson-25:audit-grammar-010,也加没加 động từ nghĩa là cũng chưa hoặc cũng không hề làm.,translated_subagent_draft
grammar,boya-elementary-i:lesson-25:audit-grammar-011,Từ chỉ thời lượng cho biết hành động hoặc trạng thái kéo dài bao lâu.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-01:audit-grammar-001,想加 động từ nói mong muốn; 要加 động từ nói muốn cần hoặc dự định làm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-01:audit-grammar-002,订加 số lượng加机票 dùng để đặt số vé máy bay cần mua.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-01:audit-grammar-003,Từ…到… chỉ điểm xuất phát và điểm đến hoặc khoảng thời gian.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-01:audit-grammar-004,Dùng A还是B để hỏi người nghe chọn một trong hai phương án.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-01:audit-grammar-005,…可以吗 dùng để xin phép hay hỏi một việc có được không.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-01:audit-grammar-006,需要 cộng danh từ hoặc động từ diễn tả cần một vật hoặc cần làm việc gì.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-01:audit-grammar-007,一直 đứng trước trạng thái hay động từ để nói việc kéo dài liên tục.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-01:audit-grammar-008,会不会加 động từ dùng để hỏi có biết làm hoặc liệu có xảy ra không.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-01:audit-grammar-009,是否 đứng trước động từ dùng trong văn phong trang trọng để hỏi có hay không.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-01:audit-grammar-010,打折 nghĩa là giảm giá; 打八折 nghĩa là trả 80 phần trăm giá gốc.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-01:audit-grammar-011,Dùng 几点起飞 hoặc 到达 để hỏi giờ máy bay cất cánh hay đến nơi.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-01:audit-grammar-012,正点 nghĩa là đúng giờ; 晚点 nghĩa là bị trễ giờ.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-02:audit-grammar-001,Cấu trúc 有加 danh từ加出租 dùng để nói có thứ gì cho thuê; 是吗 dùng để xác nhận.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-02:audit-grammar-002,离 đứng trước địa điểm rồi dùng 近 hoặc 远 để nói khoảng cách giữa các nơi.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-02:audit-grammar-003,Dạng A不A lặp tính từ để hỏi có đặc điểm đó hay không.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-02:audit-grammar-004,A比B加 tính từ dùng để so sánh A hơn B về một đặc điểm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-02:audit-grammar-005,A和B比…多了 dùng để nói A khác B rất nhiều về mức độ nào đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-02:audit-grammar-006,里 周围 附近 là từ chỉ vị trí: bên trong xung quanh và gần đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-02:audit-grammar-007,可以加 động từ dùng để xin phép hoặc nói có thể làm một việc như xem nhà.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-02:audit-grammar-008,如果 mở đầu điều kiện; vế sau nói kết quả hay việc sẽ làm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-02:audit-grammar-009,对加 đối tượng加满意 nghĩa là hài lòng với người hoặc sự việc nào đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-02:audit-grammar-010,和加 người加一起加 động từ nói cùng ai làm một việc.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-02:audit-grammar-011,每个月加 số tiền dùng để nói chi phí hoặc tiền phải trả mỗi tháng.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-03:audit-grammar-001,了 sau động từ cho biết hành động đã xảy ra hoặc hoàn thành như làm mất đồ.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-03:audit-grammar-002,好像 cộng mệnh đề diễn tả suy đoán dựa vào dấu hiệu nhưng chưa chắc.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-03:audit-grammar-003,可能 cộng mệnh đề diễn tả một khả năng có thể đúng.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-03:audit-grammar-004,在加 địa điểm加 động từ cho biết hành động diễn ra ở đâu.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-03:audit-grammar-005,Động từ加的时候 nghĩa là vào lúc làm việc đó và dùng để nêu thời điểm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-03:audit-grammar-006,着 sau động từ diễn tả trạng thái đang duy trì như đang mặc một bộ đồ.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-03:audit-grammar-007,里面有加 số lượng hoặc đồ vật dùng để nói bên trong có gì.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-03:audit-grammar-008,左右 đứng sau số lượng để nói con số xấp xỉ.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-03:audit-grammar-009,先加 động từ lặp nhẹ như 找找 dùng để nói hãy làm trước hoặc thử tìm xem.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-03:audit-grammar-010,怎么和…联系 dùng để hỏi cách liên lạc với một người hay đơn vị.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-03:audit-grammar-011,可以加 động từ diễn tả sự cho phép hoặc khả năng.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-04:audit-grammar-001,在加 địa điểm加生活 diễn tả sống tại một nơi.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-04:audit-grammar-002,A没有B那么加 tính từ dùng để nói A không bằng B về mức độ đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-04:audit-grammar-003,A和B一样 nghĩa là A và B giống nhau về đặc điểm hay tình trạng đã nêu.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-04:audit-grammar-004,像…一样 dùng để so sánh A giống B về một đặc điểm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-04:audit-grammar-005,有的…有的… chia người hay vật thành các nhóm có hành động hoặc đặc điểm khác nhau.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-04:audit-grammar-006,一…就… diễn tả vừa có việc thứ nhất thì việc thứ hai xảy ra ngay.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-04:audit-grammar-007,一年比一年… diễn tả sự thay đổi tăng hay giảm dần qua từng năm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-04:audit-grammar-008,比较 đứng trước tính từ để nói mức độ tương đối khá.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-04:audit-grammar-009,就 đứng trước động từ để nhấn mạnh chính hành động đó hoặc sự việc diễn ra sớm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-05:audit-grammar-001,可以 dùng để xin phép hay nói có thể; 想加 động từ nói muốn làm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-05:audit-grammar-002,一起 đứng trước động từ để rủ hoặc nói cùng làm việc gì.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-05:audit-grammar-003,又…又… nối hai tính chất hoặc hành động cùng tồn tại.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-05:audit-grammar-004,A比B加 tính từ dùng để nói A hơn B.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-05:audit-grammar-005,A没有B这么加 tính từ dùng để nói A không đạt mức độ như B.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-05:audit-grammar-006,点儿 đi với danh từ chỉ một ít; 有点儿 đứng trước tính từ thường chỉ hơi và có sắc thái chưa hài lòng.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-05:audit-grammar-007,还要 hoặc 再来加 danh từ dùng khi muốn gọi thêm món hay xin thêm đồ.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-05:audit-grammar-008,最主要的是… dùng để nêu lý do hoặc điểm quan trọng nhất.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-05:audit-grammar-009,对加 đối tượng加满意 nghĩa là hài lòng với ai hoặc điều gì.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-05:audit-grammar-010,都 đứng trước vị ngữ để nói tất cả trong phạm vi đều giống nhau.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-05:audit-grammar-011,给加 người加 vật dùng để đưa cho ai; 给加人加打包 là gói mang về cho ai.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-06:audit-grammar-001,不但…而且… nối hai thông tin cùng đúng; vế sau thường bổ sung ý mạnh hơn.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-06:audit-grammar-002,在…上写上… nghĩa là viết hoặc ghi thêm nội dung lên một bề mặt hay tài liệu.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-06:audit-grammar-003,为了… dùng để nêu mục đích hoặc lý do làm việc phía sau.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-06:audit-grammar-004,…就行了 nghĩa là chỉ cần như vậy là đủ hoặc được rồi.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-06:audit-grammar-005,着 sau động từ cho biết một hành động hay trạng thái đang song song với hành động khác.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-06:audit-grammar-006,希望加 động từ diễn tả hy vọng một việc sẽ xảy ra.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-06:audit-grammar-007,带上加 danh từ nghĩa là mang theo một đồ vật khi đi.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-06:audit-grammar-008,可以加 động từ dùng để nói được phép hoặc có thể làm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-06:audit-grammar-009,报名参加加 hoạt động nghĩa là đăng ký tham gia một hoạt động.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-06:audit-grammar-010,欢迎加 người加参加 dùng để chào đón hay mời ai tham gia.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-07:audit-grammar-001,离…不远 nghĩa là cách một nơi không xa.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-07:audit-grammar-002,Tính từ lặp rồi thêm 的 tạo cách miêu tả sinh động và mềm hơn như 胖胖的.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-07:audit-grammar-003,又…又… dùng để nêu hai đặc điểm hay hai hành động cùng có.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-07:audit-grammar-004,再说 dùng để thêm một lý do nữa hoặc nói tiếp một ý.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-07:audit-grammar-005,虽然…但是… nêu sự trái ngược: dù vế đầu đúng nhưng kết quả vế sau vẫn xảy ra.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-07:audit-grammar-006,Câu 比 dùng để so sánh hai đối tượng về cùng một đặc điểm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-07:audit-grammar-007,Động từ加得加 trạng thái diễn tả kết quả mạnh đến mức tạo ra trạng thái đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-07:audit-grammar-008,一直加 động từ diễn tả làm liên tục không ngắt quãng.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-07:audit-grammar-009,就是 dùng để nhấn mạnh chính là địa điểm hay phán đoán đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-07:audit-grammar-010,该加 động từ加了 nói đã đến lúc nên làm việc đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-07:audit-grammar-011,Động từ加了就… diễn tả xong việc đầu thì ngay sau đó có việc hay kết quả tiếp theo.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-08:audit-grammar-001,如果…的话 nêu điều kiện với sắc thái đầy đủ hơn; vế sau nêu kết quả.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-08:audit-grammar-002,像…一样 dùng để nói giống như ai hoặc cái gì về một đặc điểm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-08:audit-grammar-003,只好加 động từ diễn tả không còn lựa chọn nào khác ngoài làm việc đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-08:audit-grammar-004,给加 đối tượng加加油 dùng để cổ vũ ai.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-08:audit-grammar-005,都…了 nhấn mạnh mọi việc hay mọi người đều đã ở tình trạng mới.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-08:audit-grammar-006,为了… nêu mục đích phía sau hành động.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-08:audit-grammar-007,好不容易 kèm 才 nhấn mạnh phải rất vất vả hoặc rất lâu mới đạt được kết quả.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-08:audit-grammar-008,起晚了 nghĩa là dậy muộn; 拿起加 danh từ nghĩa là cầm hoặc nhấc vật lên.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-08:audit-grammar-009,一定加 tính từ nhấn mạnh phán đoán rất chắc chắn.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-09:audit-grammar-001,又…又… nêu hai đặc điểm; 又加 động từ加了 nói một việc lại xảy ra.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-09:audit-grammar-002,Bổ ngữ kết quả sau động từ cho biết kết quả như làm hỏng nhìn không rõ hoặc không viết xuống được.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-09:audit-grammar-003,不小心加 động từ nghĩa là vô ý hoặc sơ ý làm việc gì.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-09:audit-grammar-004,一下子 diễn tả việc xảy ra đột ngột hoặc trong chớp mắt.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-09:audit-grammar-005,没加 động từ phủ định việc đã xảy ra; bổ ngữ khả năng như 不下来 hoặc 不清楚 nói không thể làm được.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-09:audit-grammar-006,Động từ lặp với 来去 diễn tả hành động lặp đi lặp lại.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-09:audit-grammar-007,Động từ加的时候 hoặc 上课时 dùng để nói vào thời điểm xảy ra hành động.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-09:audit-grammar-008,忘了加 động từ nghĩa là quên làm một việc.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-09:audit-grammar-009,怎么办 dùng để hỏi cách giải quyết tình huống.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-09:audit-grammar-010,真是加 danh từ hoặc tính từ dùng để cảm thán và nhấn mạnh nhận xét.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-10:audit-grammar-001,着 sau động từ nói trạng thái đang được duy trì.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-10:audit-grammar-002,Bổ ngữ khả năng như 不清楚 不到 不懂 diễn tả không thể nhớ tìm hoặc hiểu được.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-10:audit-grammar-003,往加 hướng加拐或走 dùng để chỉ đường rẽ hoặc đi theo hướng nào.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-10:audit-grammar-004,一边…一边… diễn tả hai hành động xảy ra đồng thời.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-10:audit-grammar-005,过 sau động từ diễn tả đã từng có trải nghiệm như từng đi đâu.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-10:audit-grammar-006,可能加 mệnh đề nói điều được phỏng đoán có thể xảy ra.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-10:audit-grammar-007,所以 dùng để dẫn đến kết quả từ nguyên nhân đã nêu.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-10:audit-grammar-008,才 trước động từ nhấn mạnh việc xảy ra muộn hoặc chỉ sau điều kiện nào đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-10:audit-grammar-009,急得加 mệnh đề diễn tả lo hoặc sốt ruột đến mức có phản ứng phía sau.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-10:audit-grammar-010,Động từ lặp với 来去 nói hành động diễn ra qua lại nhiều lần.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-11:audit-grammar-001,Động từ加起来 dùng để nêu cảm nhận khi làm hoặc dùng một việc như ăn thấy thế nào.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-11:audit-grammar-002,先…再…最后… trình bày các bước theo thứ tự đầu tiên tiếp theo và cuối cùng.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-11:audit-grammar-003,又…又… nêu hai tính chất cùng tồn tại.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-11:audit-grammar-004,一…就… nói hễ việc đầu xảy ra thì việc sau xảy ra ngay.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-11:audit-grammar-005,把 đưa tân ngữ lên trước động từ để nói xử lý nguyên liệu hay đồ vật thế nào.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-11:audit-grammar-006,Động từ加成加 kết quả nói biến thứ gì thành trạng thái hay sản phẩm cuối cùng.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-11:audit-grammar-007,着 sau động từ như 点着 diễn tả trạng thái đang cháy hoặc được bật.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-11:audit-grammar-008,再 đứng trước động từ để nói làm bước tiếp theo hoặc làm thêm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-11:audit-grammar-009,一会儿 chỉ một lát hoặc một khoảng thời gian ngắn.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-11:audit-grammar-010,就 nhấn mạnh kết quả đến ngay sau hành động hay điều kiện trước đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-12:audit-grammar-001,Bổ ngữ xu hướng như 进 出 上 走 cho biết hướng di chuyển sau khi làm hành động.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-12:audit-grammar-002,把 đưa đồ vật cần xử lý lên trước động từ để nêu thao tác với nó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-12:audit-grammar-003,把加 đồ vật加放在加 nơi chốn nói đặt đồ vật vào vị trí cụ thể.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-12:audit-grammar-004,在…里 上 旁边 dùng để chỉ vị trí trong trên hoặc bên cạnh một nơi.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-12:audit-grammar-005,如果…可以… nói nếu điều kiện xảy ra thì có thể làm việc ở vế sau.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-12:audit-grammar-006,放不下 là bổ ngữ khả năng: không thể đặt vừa vì thiếu chỗ.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-12:audit-grammar-007,看起来加 tính từ diễn tả vẻ bên ngoài hoặc nhận xét dựa vào quan sát.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-12:audit-grammar-008,一边…一边… diễn tả làm hai việc cùng lúc.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-12:audit-grammar-009,不但…而且… nối hai ý cùng đúng và nhấn ý sau mạnh hơn.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-12:audit-grammar-010,有个加 danh từ giới thiệu sự tồn tại của một người hoặc vật chưa xác định.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-13:audit-grammar-001,Động từ加不出来 là bổ ngữ khả năng: muốn làm nhưng không thể cho ra kết quả.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-13:audit-grammar-002,Tính từ加得加 kết quả hoặc mức độ diễn tả mức độ mạnh dẫn đến một hệ quả.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-13:audit-grammar-003,越…越… diễn tả sự thay đổi dần: càng… càng….,translated_subagent_draft
grammar,boya-elementary-ii:lesson-13:audit-grammar-004,连…都… nhấn mạnh ngay cả trường hợp cực đoan cũng như vậy.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-13:audit-grammar-005,不管…都… nghĩa là bất kể điều kiện nào thì kết quả vẫn không thay đổi.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-13:audit-grammar-006,为了… dùng để nêu mục đích của hành động.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-13:audit-grammar-007,一遍一遍加 động từ diễn tả làm lặp lại hết lần này đến lần khác.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-13:audit-grammar-008,看起来加 tính từ nói ấn tượng nhận được từ quan sát bên ngoài.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-13:audit-grammar-009,连…都忘了怎么说 nhấn mạnh đến điều cơ bản cũng quên cách nói.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-14:audit-grammar-001,其实 dùng để nêu sự thật hoặc ý giải thích đằng sau bề ngoài.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-14:audit-grammar-002,为了… diễn tả mục đích hoặc động cơ của việc làm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-14:audit-grammar-003,只要…就… nêu điều kiện đủ: chỉ cần vế đầu đúng thì vế sau xảy ra.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-14:audit-grammar-004,Động từ加下来 như 坚持下来 diễn tả tiếp tục và duy trì đến cuối cùng.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-14:audit-grammar-005,专门 đứng trước động từ để nói cố ý dành riêng cho một mục đích.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-14:audit-grammar-006,过 sau động từ diễn tả đã từng trải qua kinh nghiệm đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-14:audit-grammar-007,就 đứng trước kết quả để nhấn mạnh kết quả đến ngay hay tất yếu.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-14:audit-grammar-008,因为…所以… nối nguyên nhân ở vế đầu với kết quả ở vế sau.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-14:audit-grammar-009,当 cộng nghề nghiệp nghĩa là làm nghề hoặc giữ vai trò đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-14:audit-grammar-010,必须 hoặc 一定要加 động từ diễn tả yêu cầu bắt buộc hay rất cần thiết.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-15:audit-grammar-001,Động từ加一下儿 làm yêu cầu hay hành động nghe ngắn và nhẹ hơn.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-15:audit-grammar-002,如果…就… nêu điều kiện và kết quả tương ứng.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-15:audit-grammar-003,又…又… mô tả hai đặc điểm hoặc hai việc cùng có.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-15:audit-grammar-004,着 sau động từ diễn tả trạng thái đang tiếp diễn hay đang được duy trì.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-15:audit-grammar-005,越来越… diễn tả mức độ thay đổi ngày càng tăng hoặc giảm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-15:audit-grammar-006,…就可以了 nghĩa là chỉ cần làm đến đó là được.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-15:audit-grammar-007,不但…而且… thêm một ý cùng đúng và thường nhấn mạnh ý sau.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-15:audit-grammar-008,把加 đồ vật加放在… dùng để nói đặt đồ vật vào vị trí nào.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-15:audit-grammar-009,让加 người加 tính từ nghĩa là làm cho ai có cảm giác hay trở nên thế nào.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-15:audit-grammar-010,可以加 động từ diễn tả cho phép hoặc khả năng.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-16:audit-grammar-001,除了…以外 dùng để nói ngoài người vật hay phạm vi đã nêu ra.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-16:audit-grammar-002,别加 động từ dùng để ngăn hoặc khuyên đừng làm việc gì.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-16:audit-grammar-003,一边…一边… diễn tả hai hành động xảy ra đồng thời.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-16:audit-grammar-004,真是太…了 dùng để cảm thán mức độ rất cao.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-16:audit-grammar-005,一…就… nói hễ việc đầu xảy ra thì việc sau xảy ra ngay.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-16:audit-grammar-006,时 đứng sau hoạt động hoặc mốc thời gian để chỉ lúc đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-16:audit-grammar-007,还是 đứng trước danh từ hoặc tính từ để chọn phương án cũ hay phương án tốt hơn.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-16:audit-grammar-008,像…那样 dùng để so sánh với cách hay trạng thái như thế kia.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-16:audit-grammar-009,Động từ加后 nghĩa là sau khi làm việc đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-16:audit-grammar-010,有点儿 đứng trước tính từ chỉ mức độ hơi và thường hàm ý chưa như mong muốn.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-16:audit-grammar-011,会加 động từ diễn tả biết làm hoặc khả năng sẽ xảy ra.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-16:audit-grammar-012,可以加 động từ dùng để xin phép hoặc nói có thể làm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-17:audit-grammar-001,马上就要加 động từ加了 nhấn mạnh sự việc sắp xảy ra rất nhanh.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-17:audit-grammar-002,可得加 động từ nhấn mạnh lời nhắc hoặc yêu cầu rất cần thiết: nhất định phải.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-17:audit-grammar-003,连着加 động từ diễn tả làm liên tiếp không ngừng hoặc đặt nối liền nhau.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-17:audit-grammar-004,把加 tân ngữ加 động từ个遍 nghĩa là làm hành động đó với toàn bộ từng phần của đối tượng.,translated_subagent_draft
